cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,total
Sao Paulo,400,4,5,5,0,1,0,0,10000,1896,12050
Sao Paulo,38,1,1,0,3,0,0,200,1685,30,1937
Rio de Janeiro,50,2,1,0,5,1,1,460,1800,50,2334
Sao Paulo,84,1,1,1,1,0,0,929,2500,246,3707
Campinas,40,1,1,1,1,0,1,560,1000,33,1606
Sao Paulo,50,1,1,0,0,0,0,0,690,0,701
Porto Alegre,27,1,1,0,2,1,0,100,960,75,1150
Sao Paulo,90,2,2,0,1,1,1,320,3200,0,3561
Porto Alegre,50,1,1,0,2,0,0,250,1500,50,1822
Sao Paulo,220,3,4,1,6,1,0,1680,12000,334,14170
Sao Paulo,106,3,3,1,2,1,0,970,2500,350,3852
Sao Paulo,65,2,1,2,7,1,0,980,1800,167,2970
Porto Alegre,70,2,1,1,2,1,0,390,930,45,1379
Sao Paulo,260,2,3,4,0,1,0,0,5500,142,5725
Campinas,60,2,1,1,3,1,0,345,820,16,1192
Rio de Janeiro,80,2,2,0,3,1,0,450,1275,0,1742
Sao Paulo,132,3,2,3,0,1,0,0,2500,59,2597
Sao Paulo,85,2,2,2,7,0,0,900,7200,417,8609
Sao Paulo,600,4,6,6,0,1,0,0,12000,2592,14770
Sao Paulo,87,2,2,1,5,1,0,2100,2975,117,5230
Sao Paulo,78,3,1,2,7,1,1,1350,2330,150,3860
Sao Paulo,188,3,3,3,4,1,1,1800,8000,841,10740
Rio de Janeiro,38,1,1,1,3,1,0,423,1450,0,1892
Sao Paulo,209,4,4,5,10,1,1,3990,9800,0,13920
Sao Paulo,280,4,5,4,14,1,0,3200,13000,1000,17370
Sao Paulo,420,4,4,4,9,1,0,6000,15000,3334,24530
Belo Horizonte,68,2,1,0,0,1,0,35,1000,0,1052
Porto Alegre,46,1,1,0,5,1,0,280,990,30,1315
Porto Alegre,63,2,1,2,6,1,1,700,2750,92,3583
Sao Paulo,220,3,3,3,0,1,0,0,3700,324,4080
Sao Paulo,150,3,4,2,0,1,0,0,3000,42,3088
Sao Paulo,98,2,2,2,29,1,0,1450,8500,450,10510
Rio de Janeiro,119,3,3,2,7,1,0,1200,3000,129,4368
Porto Alegre,40,1,1,0,2,0,0,210,796,26,1044
Porto Alegre,110,3,1,1,2,1,0,450,2700,83,3273
Sao Paulo,50,2,3,0,0,0,0,0,1740,84,1851
Sao Paulo,25,1,1,0,23,1,0,432,2200,45,2705
Sao Paulo,75,2,1,1,5,0,0,748,2000,0,2774
Sao Paulo,50,2,1,1,7,0,0,347,1500,0,1867
Rio de Janeiro,152,4,2,1,7,1,1,1944,3500,357,5847
Sao Paulo,330,4,2,8,0,0,0,0,4000,388,4449
Sao Paulo,251,3,2,2,0,1,0,0,3400,336,3788
Rio de Janeiro,120,3,3,2,6,1,0,1316,3000,504,4859
Sao Paulo,64,1,2,2,15,1,0,691,2100,92,2910
Porto Alegre,180,3,2,1,3,0,0,1300,2000,125,3455
Belo Horizonte,61,3,1,1,2,1,0,300,1500,85,1905
Campinas,62,2,1,0,2,1,0,430,800,25,1266
Sao Paulo,35,1,1,1,1,0,1,444,3388,124,3999
Belo Horizonte,60,2,1,1,2,1,0,250,1300,30,1598
Porto Alegre,58,1,2,2,2,1,0,450,2200,0,2683
Sao Paulo,146,3,5,2,8,1,0,1100,6600,424,8208
Sao Paulo,176,3,4,3,4,1,0,1600,6500,775,8958
Sao Paulo,220,6,2,2,0,1,0,0,3600,125,3780
Belo Horizonte,47,2,1,1,4,0,0,250,1300,0,1568
Sao Paulo,30,1,1,0,0,0,0,0,650,38,697
Sao Paulo,103,3,2,0,14,1,0,950,2160,39,3177
Rio de Janeiro,600,7,6,2,0,0,1,0,9000,1084,10220
Rio de Janeiro,200,4,5,3,0,1,0,0,6200,155,6450
Sao Paulo,34,1,1,0,10,1,0,200,1530,25,1775
Sao Paulo,95,2,1,1,0,1,0,0,2900,0,2944
Sao Paulo,215,4,4,2,16,0,1,2600,6000,917,9594
Rio de Janeiro,60,2,1,1,3,0,0,530,1230,88,1864
Rio de Janeiro,145,3,2,1,3,1,0,3300,9000,700,13120
Sao Paulo,102,3,2,2,0,1,0,0,1600,0,1625
Sao Paulo,44,1,1,1,19,1,1,385,3600,125,4156
Sao Paulo,90,2,2,0,3,1,0,1600,4200,250,6104
Sao Paulo,180,4,3,1,4,1,1,1572,5000,240,6876
Porto Alegre,123,3,3,1,2,0,0,0,3000,0,3044
Sao Paulo,54,2,2,1,8,0,0,769,2200,216,3213
Sao Paulo,50,1,1,1,6,1,1,1000,1884,0,2895
Sao Paulo,100,2,1,1,0,1,0,0,1690,84,1800
Porto Alegre,36,1,1,1,17,1,0,225,1200,35,1478
Sao Paulo,92,1,2,1,6,1,0,810,3010,16,3875
Sao Paulo,68,2,2,1,7,1,0,500,2000,79,2605
Sao Paulo,94,3,3,3,4,1,1,1400,4450,330,6237
Rio de Janeiro,25,1,1,0,0,1,0,50,700,0,760
Sao Paulo,60,2,2,0,0,1,0,0,1300,0,1320
Sao Paulo,321,5,3,5,0,1,0,0,13000,2250,15450
Sao Paulo,116,3,4,2,1,1,1,1242,3900,413,5605
Sao Paulo,40,1,1,0,0,0,0,0,1010,0,1026
Porto Alegre,100,3,2,2,0,1,0,1,2300,84,2426
Sao Paulo,70,2,1,0,0,1,0,0,1300,163,1483
Sao Paulo,48,1,1,1,2,1,1,530,1700,71,2323
Sao Paulo,115,3,5,2,10,1,0,1830,7000,495,9414
Sao Paulo,90,1,1,1,12,1,0,870,3600,73,4557
Rio de Janeiro,89,2,2,1,2,1,0,800,2900,148,3886
Porto Alegre,30,1,1,0,3,1,0,140,1360,24,1544
Porto Alegre,39,1,1,0,11,1,0,340,600,13,962
Sao Paulo,42,1,1,1,27,0,1,560,5250,100,5977
Sao Paulo,400,4,5,5,0,1,0,0,7200,350,7659
Sao Paulo,47,1,2,1,2,1,1,490,2500,125,3147
Sao Paulo,124,2,2,2,0,1,1,0,7200,94,7403
Campinas,120,3,2,3,0,1,0,0,2200,180,2414
Campinas,45,1,1,0,0,0,0,0,700,25,736
Sao Paulo,270,3,2,4,0,1,0,0,6500,1167,7765
Sao Paulo,108,3,2,1,10,1,0,1000,3655,240,4942
Sao Paulo,128,3,4,4,13,0,1,1306,8000,595,10000
Rio de Janeiro,179,4,2,0,9,1,0,1600,3040,484,5164
Belo Horizonte,140,4,2,2,3,1,0,777,2000,237,3041
Belo Horizonte,27,1,1,0,1,0,1,0,1167,334,1517
Sao Paulo,250,3,4,2,16,1,0,3300,6000,517,9894
Porto Alegre,350,4,3,3,0,1,1,0,4400,209,4688
Sao Paulo,208,3,2,2,3,1,0,1800,5000,500,7364
Sao Paulo,80,3,1,0,0,0,0,185,2100,0,2312
Sao Paulo,34,1,1,1,4,1,0,620,3100,45,3805
Sao Paulo,150,4,3,0,2,1,0,0,2850,275,3162
Sao Paulo,127,3,3,2,17,0,1,1775,7000,421,9285
Sao Paulo,296,4,5,2,0,1,0,0,8500,1000,9628
Sao Paulo,61,1,1,0,1,0,1,437,2700,0,3172
Sao Paulo,375,4,4,3,19,1,1,2500,9000,917,12530
Sao Paulo,370,5,4,3,0,1,0,0,14000,1290,15500
Porto Alegre,30,1,1,0,2,1,1,280,1270,42,1611
Sao Paulo,480,5,7,5,19,1,0,6200,8500,3700,18510
Sao Paulo,33,1,1,1,18,0,1,1500,3500,0,5045
Rio de Janeiro,84,3,1,0,1,0,0,900,3100,209,4249
Sao Paulo,340,8,5,4,0,1,0,0,7000,1400,8506
Porto Alegre,97,3,3,3,5,1,0,850,3000,164,4058
Rio de Janeiro,110,3,2,1,8,1,0,1488,2500,190,4211
Belo Horizonte,77,3,3,2,2,1,1,1010,2200,306,3546
Rio de Janeiro,105,3,2,1,4,1,0,1590,2500,258,4381
Sao Paulo,33,1,1,1,1,0,1,190,1800,90,2103
Sao Paulo,25,1,1,0,5,1,0,340,2040,0,2406
Sao Paulo,130,2,2,2,0,1,1,0,4400,92,4559
Sao Paulo,480,4,7,5,0,1,0,0,7500,1250,8863
Sao Paulo,240,3,3,3,11,1,1,3000,10000,1200,14330
Rio de Janeiro,80,2,2,1,8,1,0,760,2500,300,3593
Sao Paulo,50,2,1,2,1,0,0,850,1900,42,2817
Belo Horizonte,32,1,1,0,9,0,0,300,1000,100,1414
Belo Horizonte,48,2,1,1,2,1,0,170,1400,12,1601
Sao Paulo,90,3,3,1,0,1,0,0,2600,11,2651
Rio de Janeiro,30,1,1,0,14,1,1,706,1100,133,1954
Porto Alegre,75,2,2,1,4,1,0,488,2800,135,3464
Porto Alegre,59,2,2,1,2,1,0,490,1450,48,2010
Sao Paulo,25,1,1,0,2,0,1,0,1750,0,1773
Campinas,140,4,3,2,2,1,0,1070,3000,250,4359
Sao Paulo,100,2,1,1,11,1,0,1173,4000,120,5344
Campinas,23,1,1,0,0,0,1,0,990,0,1003
Sao Paulo,124,3,2,1,4,0,1,1070,2750,289,4144
Sao Paulo,84,2,3,2,32,0,1,850,8500,450,9908
Sao Paulo,69,2,2,1,21,1,0,662,4000,146,4859
Belo Horizonte,100,3,1,0,0,1,0,0,2000,216,2249
Sao Paulo,70,1,2,1,3,1,0,1054,4000,106,5211
Belo Horizonte,88,3,2,1,3,1,0,320,1290,0,1628
Belo Horizonte,465,7,7,2,0,1,1,0,15000,435,15680
Sao Paulo,90,3,2,2,1,1,0,1800,2730,334,4899
Sao Paulo,120,3,3,1,5,1,0,1656,3000,189,4884
Sao Paulo,277,3,4,2,17,1,0,3000,7650,784,11530
Sao Paulo,270,4,6,3,0,1,0,0,5000,669,5745
Porto Alegre,216,3,2,1,23,1,0,1400,3800,167,5423
Campinas,150,1,2,0,0,1,0,0,1200,0,1219
Sao Paulo,360,4,7,5,7,1,0,3900,3995,2504,10450
Belo Horizonte,110,2,4,2,5,1,0,690,2700,213,3639
Porto Alegre,50,2,1,1,3,1,1,334,1300,16,1669
Sao Paulo,98,2,2,2,24,1,1,1650,7500,400,9646
Sao Paulo,190,3,3,3,4,0,1,2000,5000,667,7731
Sao Paulo,35,1,1,1,9,1,0,239,2500,90,2861
Sao Paulo,350,3,5,3,0,1,0,0,12000,1250,13430
Belo Horizonte,950,6,6,2,0,1,0,1130,10000,1375,12670
Sao Paulo,213,4,5,4,18,1,0,3900,9900,1084,15010
Rio de Janeiro,100,3,2,1,7,0,0,1100,3000,190,4329
Sao Paulo,240,4,4,4,5,1,0,2700,16000,1667,20570
Belo Horizonte,77,2,1,1,2,1,1,400,960,129,1502
Sao Paulo,217,3,4,4,17,1,1,2400,14500,910,17990
Sao Paulo,218,4,4,3,10,1,1,2347,8400,1105,11960
Sao Paulo,31,2,1,0,2,1,0,0,1040,0,1054
Sao Paulo,380,4,7,7,15,1,0,6000,15000,2500,23690
Rio de Janeiro,40,1,2,0,7,1,0,500,1800,53,2377
Sao Paulo,48,1,1,1,12,1,1,766,3800,150,4765
Sao Paulo,55,1,1,0,0,1,0,0,1400,138,1560
Sao Paulo,270,3,3,3,0,1,0,3500,5740,834,10160
Rio de Janeiro,80,2,3,1,12,1,1,850,4500,0,5408
Rio de Janeiro,50,1,1,0,0,1,0,0,1850,0,1874
Sao Paulo,38,2,1,0,5,1,1,577,3200,50,3868
Belo Horizonte,320,4,5,4,6,0,0,3480,5000,940,9487
Sao Paulo,500,3,6,0,0,1,0,0,6400,1667,8164
Rio de Janeiro,110,3,3,0,0,1,0,200,2400,57,2694
Sao Paulo,300,3,3,2,0,1,0,0,10500,768,11430
Sao Paulo,30,1,1,0,0,0,0,0,650,25,685
Sao Paulo,58,2,2,1,12,0,1,942,3400,71,4457
Sao Paulo,18,1,1,0,0,1,0,0,1720,0,1742
Sao Paulo,139,4,4,8,0,1,0,0,3500,265,3818
Rio de Janeiro,210,4,5,2,2,1,0,2300,8000,850,11250
Porto Alegre,50,2,1,1,5,1,0,188,1180,0,1386
Sao Paulo,70,1,1,2,9,1,1,2150,7000,542,9781
Sao Paulo,36,1,1,0,4,1,0,175,1275,0,1455
Sao Paulo,48,1,1,0,0,1,0,0,1100,0,1114
Belo Horizonte,92,3,2,1,1,1,0,220,1600,0,1842
Rio de Janeiro,189,3,2,0,3,1,0,1371,4500,452,6381
Porto Alegre,38,1,1,1,9,1,0,350,2500,42,2929
Sao Paulo,351,3,4,2,17,0,1,2400,9500,1192,13210
Rio de Janeiro,64,2,1,1,4,1,0,650,2700,120,3505
Sao Paulo,31,1,1,1,11,1,0,478,2400,75,2984
Sao Paulo,90,3,2,2,3,1,0,1100,2450,117,3699
Sao Paulo,40,1,1,0,6,1,0,890,3463,0,4385
Sao Paulo,180,3,4,4,4,1,0,4000,15000,1417,20610
Sao Paulo,64,3,1,1,5,1,0,504,1500,53,2077
Sao Paulo,190,3,4,3,1,1,0,2100,5500,525,8195
Sao Paulo,400,3,3,4,0,1,0,0,14000,300,14510
Rio de Janeiro,180,4,5,3,4,1,0,1200,10000,725,12050
Sao Paulo,73,1,1,0,8,1,1,864,3000,57,3960
Sao Paulo,64,2,2,2,4,1,0,404,2600,75,3112
Sao Paulo,65,3,1,1,6,1,0,461,2530,90,3114
Sao Paulo,400,4,5,4,7,1,0,3240,12800,1345,17550
Sao Paulo,48,2,1,1,6,0,1,582,5470,8,6130
Sao Paulo,40,1,1,1,14,0,0,642,1700,20,2384
Porto Alegre,61,2,1,0,3,0,0,400,1445,0,1867
Rio de Janeiro,85,2,1,0,1,1,0,460,1700,58,2240
Belo Horizonte,235,4,3,1,0,1,0,0,12000,563,12760
Sao Paulo,347,4,5,4,5,1,1,3500,12000,1500,17150
Rio de Janeiro,25,1,1,0,2,1,0,250,540,0,797
Rio de Janeiro,85,2,2,1,2,1,0,1140,3600,363,5150
Sao Paulo,103,3,3,2,3,1,1,1310,6500,448,8341
Sao Paulo,159,3,3,2,0,0,0,0,3300,225,3575
Sao Paulo,42,1,1,1,9,1,0,600,3600,125,4371
Sao Paulo,100,3,2,1,12,1,0,700,1946,0,2653
Sao Paulo,111,1,2,2,9,1,0,1400,8000,466,9968
Porto Alegre,40,1,1,1,2,1,1,300,1500,23,1845
Campinas,92,3,2,3,1,1,1,752,2525,0,3309
Rio de Janeiro,480,5,6,4,3,1,0,3236,8000,1600,12940
Belo Horizonte,55,2,2,2,3,1,0,670,2000,177,2874
Belo Horizonte,24,1,1,1,7,0,0,157,1200,0,1373
Sao Paulo,50,1,1,1,0,0,0,200,1000,0,1216
Rio de Janeiro,80,2,1,0,9,1,0,500,1600,158,2279
Sao Paulo,230,3,2,0,1,1,0,0,2500,500,3032
Porto Alegre,72,2,1,0,1,1,0,200,1200,67,1485
Porto Alegre,90,2,1,0,1,1,0,300,1353,77,1750
Belo Horizonte,22,1,1,0,1,0,1,0,700,0,710
Sao Paulo,455,4,5,4,5,1,0,8500,19500,3334,31580
Sao Paulo,140,3,2,1,6,0,0,1740,2400,340,4511
Belo Horizonte,23,1,1,1,7,1,0,144,1300,132,1594
Porto Alegre,46,1,1,0,2,1,0,0,1070,56,1142
Campinas,70,1,1,1,2,1,1,460,2350,6,2846
Belo Horizonte,150,5,3,0,0,1,0,0,3250,100,3404
Campinas,55,1,1,0,5,1,0,473,500,17,997
Sao Paulo,40,1,1,0,0,0,0,0,2040,70,2141
Sao Paulo,91,2,1,1,1,1,0,615,1750,90,2478
Sao Paulo,140,2,1,3,0,1,0,0,2500,194,2732
Sao Paulo,50,1,1,0,1,1,0,600,1300,0,1917
Campinas,52,2,1,1,7,1,0,248,980,77,1318
Rio de Janeiro,100,3,1,1,1,1,0,1700,3000,250,4989
Sao Paulo,160,4,3,3,3,1,0,1600,7000,542,9231
Sao Paulo,50,1,1,0,0,0,0,0,750,0,762
Campinas,137,3,2,1,4,1,0,1500,1800,250,3573
Porto Alegre,42,1,1,0,2,1,0,250,1200,27,1495
Sao Paulo,650,3,7,2,0,1,0,0,9900,600,10650
Rio de Janeiro,90,3,2,0,1,0,0,0,2000,0,2031
Rio de Janeiro,30,1,1,0,9,1,1,550,1854,0,2415
Sao Paulo,254,4,4,3,7,1,1,1300,6780,478,8644
Sao Paulo,40,1,1,1,5,0,0,700,3600,180,4526
Rio de Janeiro,130,4,2,1,2,0,1,700,3300,145,4188
Campinas,128,3,3,2,1,1,0,1236,2650,682,4602
Sao Paulo,78,2,1,3,0,1,0,0,1600,163,1788
Campinas,42,1,1,0,1,1,0,0,690,12,711
Campinas,140,3,3,2,8,1,0,900,2370,0,3301
Sao Paulo,46,1,1,0,3,1,0,100,1600,0,1721
Campinas,50,2,1,1,3,1,0,300,1170,0,1485
Sao Paulo,54,1,1,1,13,0,0,1484,4130,250,5917
Sao Paulo,40,1,1,1,13,1,0,584,3200,95,3920
Sao Paulo,50,2,1,1,5,1,0,570,1100,0,1684
Sao Paulo,75,3,1,1,1,0,0,475,1800,0,2298
Sao Paulo,472,3,2,4,0,1,0,0,6500,650,7248
Porto Alegre,360,5,3,6,0,1,1,0,4800,197,5083
Sao Paulo,308,4,4,3,1,1,0,4780,15000,1917,21890
Sao Paulo,50,1,1,1,8,0,1,2204,3700,209,6160
Sao Paulo,540,4,5,5,13,1,0,3414,5100,2236,10820
Sao Paulo,321,3,5,2,0,1,1,0,7318,1072,8501
Sao Paulo,70,3,2,1,3,1,0,380,1290,92,1779
Campinas,130,3,2,2,4,1,1,1150,2800,184,4170
Sao Paulo,170,3,2,2,0,1,0,0,4500,267,4835
Sao Paulo,60,2,2,1,11,0,1,1158,5500,150,6878
Rio de Janeiro,45,1,1,0,4,0,1,450,4500,80,5088
Belo Horizonte,60,2,1,1,1,1,0,467,750,78,1305
Sao Paulo,340,5,4,2,7,1,0,220000,12000,1000,233200
Porto Alegre,58,2,1,0,2,1,0,299,750,30,1090
Sao Paulo,195,4,3,3,7,0,0,2600,10000,1336,14060
Sao Paulo,100,2,4,0,1,1,0,0,3000,0,3039
Sao Paulo,50,1,1,0,0,1,0,0,700,67,778
Campinas,54,2,1,1,3,1,0,286,999,23,1321
Belo Horizonte,55,2,1,1,3,1,0,270,1300,85,1673
Sao Paulo,48,1,1,2,1,1,1,1966,3550,486,6047
Sao Paulo,58,2,1,1,6,1,0,850,1700,165,2737
Sao Paulo,200,3,4,3,19,1,1,2247,8500,1000,11780
Campinas,77,3,1,2,3,1,0,486,1500,49,2055
Belo Horizonte,72,2,1,1,9,1,0,421,1200,83,1720
Sao Paulo,50,2,1,2,8,0,0,504,1800,59,2386
Rio de Janeiro,95,2,2,1,11,1,0,1024,3000,28120,32180
Sao Paulo,130,3,2,0,1,1,1,550,4800,215,5626
Rio de Janeiro,30,1,1,0,6,0,0,500,700,0,1210
Sao Paulo,300,4,3,4,9,1,0,2400,15000,0,17590
Rio de Janeiro,95,3,2,1,3,1,0,1000,2245,268,3542
Sao Paulo,80,3,1,1,1,1,0,620,1750,0,2393
Sao Paulo,310,3,3,2,16,0,0,2720,15000,846,18760
Porto Alegre,170,3,2,0,3,1,1,1750,1000,165,2930
Rio de Janeiro,46,2,1,0,9,0,0,550,820,0,1381
Rio de Janeiro,97,3,2,0,5,1,0,900,2734,270,3940
Sao Paulo,130,3,2,1,4,0,1,1134,7900,386,9521
Rio de Janeiro,30,1,1,0,2,0,0,350,1140,0,1505
Sao Paulo,40,1,1,1,11,0,0,390,2600,96,3121
Sao Paulo,90,3,2,2,6,0,1,890,2100,150,3167
Sao Paulo,89,2,2,2,8,1,1,1440,7700,351,9589
Sao Paulo,240,3,3,5,1,1,0,3000,3500,0,6545
Sao Paulo,106,3,2,0,6,1,0,1139,2430,0,3600
Sao Paulo,80,2,1,1,18,0,0,550,1500,167,2237
Sao Paulo,22,1,1,1,25,1,0,471,2200,55,2754
Sao Paulo,141,4,3,2,3,1,0,1500,4010,542,6103
Sao Paulo,340,4,6,6,0,1,1,0,15000,250,15480
Sao Paulo,105,4,2,2,3,1,0,1659,6500,400,8642
Sao Paulo,70,3,1,1,2,1,0,380,1290,180,1867
Sao Paulo,200,3,2,1,8,1,0,1500,8000,42,9644
Campinas,62,2,1,0,1,1,0,280,709,22,1020
Sao Paulo,74,2,3,2,24,1,0,450,3200,40,3731
Rio de Janeiro,333,5,4,3,5,1,0,2100,7000,1000,10190
Sao Paulo,250,4,2,5,0,1,0,841,4000,701,5603
Sao Paulo,70,1,1,1,10,1,1,469,3590,83,4188
Rio de Janeiro,120,3,2,2,1,1,1,1790,5500,509,7870
Porto Alegre,35,1,1,0,1,1,0,100,960,75,1150
Rio de Janeiro,67,2,1,0,4,1,0,810,1529,80,2436
Sao Paulo,220,4,3,4,11,1,1,1800,3000,1000,5839
Campinas,80,3,2,2,17,1,0,560,2500,175,3267
Sao Paulo,57,1,1,1,5,1,0,769,4800,194,5824
Porto Alegre,100,2,2,2,0,1,0,120,2200,159,2512
Rio de Janeiro,60,1,1,0,5,1,0,500,750,100,1360
Campinas,87,3,2,1,12,1,1,870,1450,100,2439
Sao Paulo,530,4,4,6,0,1,0,0,9520,1334,11000
Sao Paulo,35,1,1,0,0,1,0,0,700,80,791
Sao Paulo,140,3,2,2,0,1,0,0,3000,2500,5546
Sao Paulo,45,2,2,0,0,0,0,0,1630,84,1739
Sao Paulo,70,1,1,1,12,1,1,1000,3500,171,4716
Sao Paulo,140,3,3,1,1,1,0,1144,1360,256,2778
Belo Horizonte,80,3,2,1,7,1,0,820,2000,152,2999
Sao Paulo,50,1,1,0,0,0,0,0,1150,50,1218
Sao Paulo,108,3,2,2,12,0,0,900,2900,202,4039
Sao Paulo,60,3,1,1,15,1,1,556,2200,4,2791
Sao Paulo,30,1,1,1,14,0,1,460,3500,100,4105
Sao Paulo,110,3,3,2,2,1,1,1000,3800,192,5041
Rio de Janeiro,70,2,1,1,5,1,1,843,1100,84,2042
Sao Paulo,360,3,5,4,22,1,0,2330,3635,1644,7656
Campinas,348,3,3,3,0,1,0,0,6000,350,6441
Sao Paulo,270,3,4,3,10,1,0,3809,7900,1792,13600
Rio de Janeiro,86,2,2,1,1,0,1,1500,5500,375,7446
Sao Paulo,100,3,4,2,6,0,0,1380,3000,470,4889
Sao Paulo,30,1,1,1,10,1,1,574,1850,0,2448
Sao Paulo,146,3,4,3,20,1,1,1540,10000,667,12330
Belo Horizonte,100,3,3,1,1,1,0,350,1600,120,2092
Rio de Janeiro,185,3,2,1,3,1,0,2488,6900,0,9477
Sao Paulo,300,3,5,2,7,1,0,0,4600,609,5279
Sao Paulo,120,3,4,0,0,1,0,250,3200,226,3717
Sao Paulo,195,3,3,2,0,1,0,0,2990,330,3365
Sao Paulo,110,1,3,2,6,1,0,1500,8000,417,10020
Sao Paulo,210,3,3,3,17,1,0,2300,7000,717,10110
Campinas,400,4,6,3,0,1,0,1200,6800,700,8803
Belo Horizonte,42,2,1,1,4,1,0,175,690,63,938
Belo Horizonte,180,3,1,0,0,1,0,0,3400,367,3823
Campinas,329,4,2,2,9,1,0,2040,6300,420,8840
Sao Paulo,44,1,1,0,1,1,0,100,1400,0,1518
Belo Horizonte,28,1,1,1,0,0,1,550,1250,0,1817
Rio de Janeiro,90,3,2,1,2,0,1,1000,3800,310,5159
Sao Paulo,90,2,1,0,2,1,0,622,2150,212,3012
Sao Paulo,200,2,1,0,0,1,0,0,2800,291,3134
Porto Alegre,240,3,4,3,0,1,0,0,6000,184,6291
Porto Alegre,55,2,1,0,19,1,0,500,1200,84,1802
Belo Horizonte,90,3,2,0,8,0,0,630,4200,150,5036
Sao Paulo,85,3,1,2,6,1,0,955,1900,270,3150
Sao Paulo,255,4,4,3,13,1,1,0,11900,0,12050
Sao Paulo,280,5,2,1,0,1,0,0,8000,0,8121
Rio de Janeiro,32,1,1,0,8,1,0,574,1400,66,2059
Belo Horizonte,29,1,1,0,1,0,0,0,1100,8,1123
Sao Paulo,48,1,1,1,15,1,1,487,3000,142,3668
Campinas,170,3,2,2,0,1,0,0,2300,98,2433
Belo Horizonte,45,1,1,1,3,0,1,300,3000,0,3340
Campinas,341,4,6,4,0,1,0,660,13000,608,14460
Porto Alegre,80,2,2,0,0,1,1,330,1638,0,1987
Rio de Janeiro,153,3,2,1,2,1,0,1500,2550,157,4240
Rio de Janeiro,120,3,2,1,2,1,0,1260,2200,0,3489
Sao Paulo,33,1,1,0,3,1,0,350,1650,0,2021
Sao Paulo,180,4,4,2,10,1,0,1900,5500,507,7977
Campinas,84,3,1,1,3,1,0,950,1200,147,2313
Sao Paulo,73,3,2,1,12,1,0,923,2700,171,3829
Sao Paulo,50,1,2,1,9,0,1,850,3000,210,4099
Sao Paulo,40,1,1,1,5,0,0,603,4320,181,5159
Sao Paulo,216,3,4,4,7,1,1,2300,15000,900,18390
Sao Paulo,44,1,1,1,8,1,0,480,2300,70,2880
Belo Horizonte,120,3,2,2,1,0,0,318,1700,331,2372
Porto Alegre,150,3,3,2,10,1,1,1300,8900,250,10580
Sao Paulo,136,3,2,3,12,1,1,1400,2500,325,4257
Porto Alegre,54,1,1,0,2,1,0,400,1000,25,1440
Sao Paulo,100,2,1,1,5,1,1,1400,3800,234,5483
Sao Paulo,50,2,1,1,1,1,0,496,1200,0,1712
Campinas,60,2,1,0,0,0,0,0,800,138,951
Rio de Janeiro,125,3,2,1,5,1,1,1460,3500,295,5301
Rio de Janeiro,28,1,1,0,1,1,0,450,1870,0,2345
Porto Alegre,78,2,1,0,3,1,0,280,1480,32,1814
Porto Alegre,46,1,1,0,6,1,0,345,850,27,1235
Sao Paulo,35,1,1,1,8,0,1,593,2896,78,3604
Sao Paulo,104,3,2,2,2,1,0,1500,4200,432,6186
Sao Paulo,215,3,3,2,1,0,1,3000,15000,834,19030
Campinas,100,3,2,2,0,1,0,0,2250,15,2299
Belo Horizonte,30,1,1,1,0,0,0,0,705,0,715
Porto Alegre,43,1,1,0,3,1,1,250,1500,25,1797
Sao Paulo,234,3,4,3,13,1,0,2400,7000,84,9573
Sao Paulo,37,1,1,0,4,1,1,1320,1730,142,3214
Sao Paulo,50,2,1,0,1,1,0,54,2000,42,2122
Rio de Janeiro,71,2,2,1,12,1,1,1170,3500,190,4906
Sao Paulo,118,3,3,2,17,1,1,1000,3890,356,5296
Campinas,122,3,2,1,4,1,0,250,1750,117,2140
Rio de Janeiro,58,2,2,1,3,1,0,745,1200,44,2005
Sao Paulo,270,3,3,2,0,1,0,0,9800,0,9948
Porto Alegre,90,3,2,2,9,1,0,1163,2500,202,3902
Sao Paulo,400,4,3,3,0,1,0,0,8000,1250,9371
Campinas,155,3,3,2,0,1,0,960,5500,15,6558
Rio de Janeiro,85,2,1,0,8,1,1,1500,2975,134,4648
Sao Paulo,280,4,4,4,1,1,1,3600,12000,1667,17440
Rio de Janeiro,30,1,1,0,8,1,1,500,2000,45,2571
Sao Paulo,54,1,2,0,7,1,0,390,3500,0,3935
Porto Alegre,25,1,1,0,8,1,0,277,750,27,1065
Belo Horizonte,176,4,2,2,0,1,0,0,4500,226,4800
Sao Paulo,570,4,6,4,0,1,0,0,10500,1834,12490
Belo Horizonte,95,2,2,1,10,1,0,735,1600,170,2527
Sao Paulo,30,1,1,0,4,1,0,250,1153,0,1407
Sao Paulo,250,3,4,3,0,1,0,0,3571,430,4055
Sao Paulo,98,3,3,2,0,1,0,0,2500,0,2538
Belo Horizonte,68,2,2,2,3,1,0,168,800,59,1038
Sao Paulo,83,3,2,2,7,1,0,804,3690,317,4858
Belo Horizonte,70,2,2,2,6,1,0,625,2250,211,3116
Belo Horizonte,50,2,1,1,3,1,0,170,1000,28,1212
Sao Paulo,480,4,5,3,0,1,0,2200,4100,1700,8062
Sao Paulo,250,3,2,8,0,1,0,0,10000,0,10150
Sao Paulo,191,4,3,3,13,0,0,2800,9500,1200,13620
Sao Paulo,140,3,3,3,7,0,0,2200,8000,800,11100
Sao Paulo,49,1,1,1,5,1,0,284,2600,134,3051
